ID,titel,authors,geners,image,year,lang,isbn
152,Dear John,['Nicholas Sparks'],"['romance', 'fiction', 'chick-lit', 'contemporary', 'young-adult']",https://images.gr-assets.com/books/1397749854m/5526.jpg,2006,eng,446528056
153,"City of Ashes (The Mortal Instruments, #2)",['Cassandra Clare'],"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1432730356m/1582996.jpg,2008,eng,1416914293
154,Macbeth,['William Shakespeare'],"['classics', 'fiction', 'poetry']",https://images.gr-assets.com/books/1459795224m/8852.jpg,1606,eng,743477103
155,"The Two Towers (The Lord of the Rings, #2)",['J.R.R. Tolkien'],"['fantasy', 'fiction', 'classics']",https://images.gr-assets.com/books/1298415523m/15241.jpg,1954,eng,618346260
156,"Something Borrowed (Darcy & Rachel, #1)",['Emily Giffin'],"['chick-lit', 'romance', 'fiction', 'contemporary']",https://images.gr-assets.com/books/1305063535m/42156.jpg,2004,eng,031232118X
157,Green Eggs and Ham,"['Dr. Seuss', '××× × ×××¨']","['classics', 'fiction', 'poetry', 'fantasy', 'young-adult']",https://images.gr-assets.com/books/1468680100m/23772.jpg,1960,eng,394800168
158,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","['Roald Dahl', 'Quentin Blake']","['fantasy', 'fiction', 'classics', 'young-adult']",https://images.gr-assets.com/books/1309211401m/6310.jpg,1964,eng,142403881
159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",['Rick Riordan'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1443142158m/2120932.jpg,2008,eng,1423101464
160,Great Expectations,['Charles Dickens'],"['classics', 'fiction', 'historical-fiction']",https://images.gr-assets.com/books/1327920219m/2623.jpg,1860,eng,192833596
162,The Stranger,"['Albert Camus', 'Matthew    Ward']","['classics', 'fiction', 'philosophy']",https://images.gr-assets.com/books/1349927872m/49552.jpg,1942,eng,
163,"The Lost Hero (The Heroes of Olympus, #1)",['Rick Riordan'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1464201003m/7736182.jpg,2010,eng,142311339X
164,Eleanor & Park,['Rainbow Rowell'],"['young-adult', 'romance', 'contemporary', 'fiction']",https://images.gr-assets.com/books/1341952742m/15745753.jpg,2013,eng,1250012570
165,"A Feast for Crows (A Song of Ice and Fire, #4)",['George R.R. Martin'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1429538615m/13497.jpg,2005,eng,055358202X
166,"Matched (Matched, #1)",['Ally Condie'],"['young-adult', 'romance', 'science-fiction', 'fiction', 'fantasy']",https://images.gr-assets.com/books/1367706191m/7735333.jpg,2010,eng,525423648
167,"American Gods (American Gods, #1)",['Neil Gaiman'],"['fantasy', 'fiction', 'science-fiction', 'contemporary']",https://images.gr-assets.com/books/1258417001m/4407.jpg,2001,eng,747263744
168,The Stand,"['Stephen King', 'Bernie Wrightson']","['horror', 'fiction', 'fantasy', 'science-fiction', 'thriller', 'classics']",https://images.gr-assets.com/books/1213131305m/149267.jpg,1978,eng,385199570
169,The Last Song,['Nicholas Sparks'],"['romance', 'fiction', 'young-adult', 'contemporary', 'chick-lit']",https://images.gr-assets.com/books/1286549186m/6400090.jpg,2008,eng,446547565
170,Digital Fortress,['Dan Brown'],"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'science-fiction']",https://images.gr-assets.com/books/1360095966m/11125.jpg,1998,eng,552151696
171,Emma,"['Jane Austen', 'Fiona Stafford']","['classics', 'fiction', 'romance', 'historical-fiction']",https://images.gr-assets.com/books/1373627931m/6969.jpg,1815,eng,141439580
172,Anna Karenina,"['Leo Tolstoy', 'Louise Maude', 'Leo Tolstoj', 'Aylmer Maude']","['classics', 'fiction', 'romance', 'historical-fiction']",https://images.gr-assets.com/books/1352422904m/15823480.jpg,1877,eng,345803922
175,"The Last Olympian (Percy Jackson and the Olympians, #5)",['Rick Riordan'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1327924597m/4502507.jpg,2009,eng,739380338
176,It,['Stephen King'],"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'paranormal', 'classics']",https://images.gr-assets.com/books/1309376909m/18342.jpg,1986,eng,451169514
177,Crime and Punishment,"['Fyodor Dostoyevsky', 'David McDuff']","['classics', 'fiction', 'philosophy', 'crime']",https://images.gr-assets.com/books/1382846449m/7144.jpg,1866,eng,143058142
178,The Bell Jar,['Sylvia Plath'],"['classics', 'fiction', 'psychology', 'poetry']",https://images.gr-assets.com/books/1473890514m/6514.jpg,1963,eng,61148512
179,"Angela's Ashes (Frank McCourt, #1)",['Frank McCourt'],"['nonfiction', 'memoir', 'biography', 'classics', 'history']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,eng,7205236
180,Siddhartha,"['Hermann Hesse', 'Hilda Rosner']","['classics', 'fiction', 'philosophy', 'religion', 'spirituality', 'historical-fiction']",https://images.gr-assets.com/books/1428715580m/52036.jpg,1922,eng,553208845
181,In Cold Blood,['Truman Capote'],"['nonfiction', 'classics', 'crime', 'mystery', 'history', 'thriller', 'biography']",https://images.gr-assets.com/books/1424931136m/168642.jpg,1965,eng,679745580
182,"Beautiful Creatures (Caster Chronicles, #1)","['Kami Garcia', 'Margaret Stohl']","['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1327873282m/6304335.jpg,2009,eng,316042676
183,"Clockwork Angel (The Infernal Devices, #1)",['Cassandra Clare'],"['fantasy', 'young-adult', 'paranormal', 'romance', 'historical-fiction', 'fiction']",https://images.gr-assets.com/books/1454962884m/7171637.jpg,2010,eng,1416975861
184,Matilda,"['Roald Dahl', 'Quentin Blake']","['fiction', 'classics', 'fantasy', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,eng,141301066
185,The Night Circus,['Erin Morgenstern'],"['fantasy', 'fiction', 'romance', 'historical-fiction', 'young-adult']",https://images.gr-assets.com/books/1387124618m/9361589.jpg,2011,eng,385534639
186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",['Philippa Gregory'],"['historical-fiction', 'fiction', 'romance', 'chick-lit']",https://images.gr-assets.com/books/1355932638m/37470.jpg,2001,eng,743227441
187,"Uglies (Uglies, #1)",['Scott Westerfeld'],"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'romance']",https://images.gr-assets.com/books/1443904172m/24770.jpg,2005,eng,689865384
188,"A Dance with Dragons (A Song of Ice and Fire, #5)",['George R.R. Martin'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1327885335m/10664113.jpg,2011,eng,
189,"The Lord of the Rings (The Lord of the Rings, #1-3)",['J.R.R. Tolkien'],"['fantasy', 'classics', 'fiction', 'young-adult']",https://images.gr-assets.com/books/1411114164m/33.jpg,1955,eng,618640150
190,Wild: From Lost to Found on the Pacific Crest Trail,['Cheryl Strayed'],"['nonfiction', 'memoir', 'travel', 'biography']",https://images.gr-assets.com/books/1453189881m/12262741.jpg,2012,eng,307592731
191,Watchmen,"['Alan Moore', 'Dave Gibbons', 'John Higgins']","['graphic-novels', 'comics', 'fiction', 'science-fiction', 'fantasy', 'classics']",https://images.gr-assets.com/books/1442239711m/472331.jpg,1987,eng,930289234
192,"The Name of the Wind (The Kingkiller Chronicle, #1)",['Patrick Rothfuss'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1472068073m/186074.jpg,2007,eng,075640407X
193,Outliers: The Story of Success,['Malcolm Gladwell'],"['nonfiction', 'psychology', 'business', 'self-help', 'science']",https://images.gr-assets.com/books/1344266315m/3228917.jpg,2008,eng,316017922
194,"Moby-Dick or, The Whale","['Herman Melville', 'Andrew Delbanco', 'Tom Quirk']","['classics', 'fiction', 'historical-fiction']",https://images.gr-assets.com/books/1327940656m/153747.jpg,1851,eng,142437247
197,"Dead Until Dark (Sookie Stackhouse, #1)",['Charlaine Harris'],"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'horror']",https://images.gr-assets.com/books/1468560853m/301082.jpg,2001,eng,441008534
199,Marley and Me: Life and Love With the World's Worst Dog,['John Grogan'],"['nonfiction', 'memoir', 'biography', 'contemporary']",https://images.gr-assets.com/books/1308858322m/12691.jpg,2005,eng,739461192
200,And Then There Were None,['Agatha Christie'],"['mystery', 'classics', 'fiction', 'crime', 'thriller', 'suspense']",https://images.gr-assets.com/books/1391120695m/16299.jpg,1939,eng,312330871
201,"The Lost Symbol (Robert Langdon, #3)",['Dan Brown'],"['fiction', 'mystery', 'thriller', 'suspense', 'historical-fiction', 'crime']",https://images.gr-assets.com/books/1358274396m/6411961.jpg,2009,eng,385504225
202,"Hush, Hush (Hush, Hush, #1)",['Becca Fitzpatrick'],"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']",https://images.gr-assets.com/books/1358261334m/6339664.jpg,2009,eng,1416989412
203,"Beautiful Disaster (Beautiful, #1)",['Jamie McGuire'],"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit']",https://images.gr-assets.com/books/1358259032m/11505797.jpg,2011,eng,
204,A Christmas Carol,['Charles Dickens'],"['classics', 'fiction', 'fantasy', 'historical-fiction']",https://images.gr-assets.com/books/1406512317m/5326.jpg,1843,eng,1561797464
205,"Interview with the Vampire (The Vampire Chronicles, #1)",['Anne Rice'],"['horror', 'fantasy', 'fiction', 'paranormal', 'classics', 'historical-fiction']",https://images.gr-assets.com/books/1380631642m/43763.jpg,1976,eng,345476875
206,"The Selection (The Selection, #1)",['Kiera Cass'],"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction', 'chick-lit']",https://images.gr-assets.com/books/1322103400m/10507293.jpg,2012,eng,62059939
207,"One for the Money (Stephanie Plum, #1)",['Janet Evanovich'],"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']",https://images.gr-assets.com/books/1316730230m/6853.jpg,1994,eng,312362080
208,The Immortal Life of Henrietta Lacks,['Rebecca Skloot'],"['nonfiction', 'science', 'history', 'biography']",https://images.gr-assets.com/books/1327878144m/6493208.jpg,2010,eng,1400052173
209,"The Silence of the Lambs  (Hannibal Lecter, #2)",['Thomas Harris'],"['horror', 'fiction', 'thriller', 'mystery', 'crime', 'suspense', 'classics']",https://images.gr-assets.com/books/1390426249m/23807.jpg,1988,eng,99446782
210,"Vampire Academy (Vampire Academy, #1)",['Richelle Mead'],"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1361098973m/345627.jpg,2007,eng,159514174X
211,Blink: The Power of Thinking Without Thinking,['Malcolm Gladwell'],"['nonfiction', 'psychology', 'business', 'science', 'self-help', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,eng,316010669
212,Atonement,['Ian McEwan'],"['fiction', 'historical-fiction', 'romance', 'classics', 'contemporary']",https://images.gr-assets.com/books/1320449708m/6867.jpg,2001,eng,038572179X
213,The Metamorphosis,"['Franz Kafka', 'Stanley Corngold']","['classics', 'fiction', 'fantasy', 'philosophy', 'horror']",https://images.gr-assets.com/books/1359061917m/485894.jpg,1915,eng,553213695
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",['Rick Riordan'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1361038385m/561456.jpg,2007,eng,141382899
215,Ready Player One,['Ernest Cline'],"['science-fiction', 'fiction', 'young-adult', 'fantasy']",https://images.gr-assets.com/books/1500930947m/9969571.jpg,2011,eng,030788743X
216,The Art of Racing in the Rain,['Garth Stein'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1377206302m/3153910.jpg,2006,eng,1554681723
218,"Bared to You (Crossfire, #1)",['Sylvia Day'],"['romance', 'contemporary', 'fiction', 'chick-lit']",https://images.gr-assets.com/books/1477803272m/13572249.jpg,2012,eng,425263908
219,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","['C.S. Lewis', 'Pauline Baynes']","['fantasy', 'classics', 'fiction', 'young-adult', 'christian']",https://images.gr-assets.com/books/1449868701m/11127.jpg,1956,eng,66238501
220,Twilight: The Complete Illustrated Movie Companion,['Mark Cotta Vaz'],"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1352539022m/3609760.jpg,2008,eng,316043133
221,"A Child Called ""It"" (Dave Pelzer #1)",['Dave Pelzer'],"['nonfiction', 'memoir', 'biography', 'psychology']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,eng,1558743669
222,"The Bourne Identity (Jason Bourne, #1)",['Robert Ludlum'],"['fiction', 'thriller', 'mystery', 'suspense', 'crime']",https://images.gr-assets.com/books/1335860740m/7869.jpg,1980,eng,752864327
223,"Artemis Fowl (Artemis Fowl, #1)",['Eoin Colfer'],"['fantasy', 'young-adult', 'fiction', 'science-fiction']",https://images.gr-assets.com/books/1327945104m/249747.jpg,2001,eng,786817879
224,"Fallen (Fallen, #1)",['Lauren Kate'],"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']",https://images.gr-assets.com/books/1440619649m/6487308.jpg,2009,eng,385738935
225,East of Eden,['John Steinbeck'],"['classics', 'fiction', 'historical-fiction']",https://images.gr-assets.com/books/1441547516m/4406.jpg,1952,eng,142000655
226,Dark Places,['Gillian Flynn'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']",https://images.gr-assets.com/books/1354988288m/5886881.jpg,2009,eng,307341569
227,The Client,['John Grisham'],"['fiction', 'mystery', 'thriller', 'crime', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,eng,385339089
228,"The Nanny Diaries (Nanny, #1)","['Emma McLaughlin', 'Nicola Kraus']","['chick-lit', 'fiction', 'contemporary', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,312291639
229,Alice's Adventures in Wonderland & Through the Looking-Glass,"['Lewis Carroll', 'John Tenniel', 'Martin Gardner']","['classics', 'fantasy', 'fiction', 'young-adult']",https://images.gr-assets.com/books/1327872220m/24213.jpg,1865,eng,451527747
230,Persuasion,"['Jane Austen', 'James Kinsley', 'Deidre Shauna Lynch']","['classics', 'fiction', 'romance', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1817,eng,192802631
231,Sarah's Key,['Tatiana de Rosnay'],"['historical-fiction', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,312370830
232,"The Gunslinger (The Dark Tower, #1)",['Stephen King'],"['fantasy', 'fiction', 'horror', 'science-fiction', 'thriller']",https://images.gr-assets.com/books/1375776480m/43615.jpg,1982,eng,452284694
233,Love in the Time of Cholera,"['Gabriel GarcÃ­a MÃ¡rquez', 'Edith Grossman']","['fiction', 'classics', 'historical-fiction', 'romance']",https://images.gr-assets.com/books/1327124987m/9712.jpg,1985,eng,140003468X
235,The Husband's Secret,['Liane Moriarty'],"['fiction', 'mystery', 'chick-lit', 'contemporary', 'thriller']",https://images.gr-assets.com/books/1460577225m/17802724.jpg,2013,eng,399159347
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,['Jon Krakauer'],"['nonfiction', 'memoir', 'travel', 'biography', 'history', 'sports']",https://images.gr-assets.com/books/1463384482m/1898.jpg,1997,eng,385494785
237,Carrie,['Stephen King'],"['horror', 'fiction', 'thriller', 'paranormal', 'fantasy', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974,eng,1416524304
238,Running with Scissors,['Augusten Burroughs'],"['memoir', 'nonfiction', 'biography', 'psychology']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,031242227X
239,World War Z: An Oral History of the Zombie War,['Max Brooks'],"['horror', 'fiction', 'science-fiction', 'fantasy']",https://images.gr-assets.com/books/1386328204m/8908.jpg,2006,eng,307346609
240,"Inferno (Robert Langdon, #4)",['Dan Brown'],"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction', 'crime']",https://images.gr-assets.com/books/1397093185m/17212231.jpg,2013,eng,385537859
241,Number the Stars,['Lois Lowry'],"['historical-fiction', 'young-adult', 'fiction', 'classics']",https://images.gr-assets.com/books/1370917812m/47281.jpg,1989,eng,440227534
242,"Along Came a Spider (Alex Cross, #1)",['James Patterson'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,eng,446692638
243,Misery,['Stephen King'],"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'crime']",https://images.gr-assets.com/books/1270545451m/10614.jpg,1987,eng,450417395
244,Sharp Objects,['Gillian Flynn'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']",https://images.gr-assets.com/books/1423241485m/66559.jpg,2006,eng,307341542
246,"Marked (House of Night, #1)","['P.C. Cast', 'Kristin Cast']","['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1317067002m/30183.jpg,2007,eng,312360266
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,['Stephen R. Covey'],"['self-help', 'nonfiction', 'business', 'psychology', 'philosophy']",https://images.gr-assets.com/books/1421842784m/36072.jpg,1989,eng,743269519
